"fmun_cod";"fmun";"ano";"total_roubos";"total_furtos";"registro_ocorrencias"
"3305505";"Saquarema";"2019";"273";"975";"3791"
"3305505";"Saquarema";"2020";"202";"650";"3121"
"3305505";"Saquarema";"2021";"183";"543";"3105"
"3305505";"Saquarema";"2022";"117";"636";"3667"
"3305505";"Saquarema";"2023";"131";"748";"4796"
"3305505";"Saquarema";"2024";"121";"738";"5791"
"3305505";"Saquarema";"2025";"92";"793";"5643"
"3305554";"Seropédica";"2014";"467";"481";"2992"
"3305554";"Seropédica";"2015";"476";"402";"2836"
"3305554";"Seropédica";"2016";"648";"394";"3281"
"3305554";"Seropédica";"2017";"622";"324";"2493"
"3305554";"Seropédica";"2018";"761";"448";"3022"
"3305554";"Seropédica";"2019";"695";"434";"3059"
"3305554";"Seropédica";"2020";"373";"354";"2362"
"3305554";"Seropédica";"2021";"308";"273";"2151"
"3305554";"Seropédica";"2022";"239";"323";"2566"
"3305554";"Seropédica";"2023";"229";"343";"3081"
"3305554";"Seropédica";"2024";"202";"304";"3310"
"3305554";"Seropédica";"2025";"98";"313";"2729"
"3305604";"Silva Jardim";"2014";"43";"128";"776"
"3305604";"Silva Jardim";"2015";"40";"105";"728"
"3305604";"Silva Jardim";"2016";"49";"134";"650"
"3305604";"Silva Jardim";"2017";"91";"123";"611"
"3305604";"Silva Jardim";"2018";"71";"77";"631"
"3305604";"Silva Jardim";"2019";"33";"115";"742"
"3305604";"Silva Jardim";"2020";"26";"87";"734"
"3305604";"Silva Jardim";"2021";"42";"99";"677"
"3305604";"Silva Jardim";"2022";"31";"106";"719"
"3305604";"Silva Jardim";"2023";"32";"89";"625"
"3305604";"Silva Jardim";"2024";"19";"122";"792"
"3305604";"Silva Jardim";"2025";"11";"73";"621"
"3305703";"Sumidouro";"2014";"4";"62";"476"
"3305703";"Sumidouro";"2015";"5";"42";"378"
"3305703";"Sumidouro";"2016";"4";"22";"333"
"3305703";"Sumidouro";"2017";"6";"30";"382"
"3305703";"Sumidouro";"2018";"13";"44";"463"
"3305703";"Sumidouro";"2019";"5";"58";"540"
"3305703";"Sumidouro";"2020";"4";"22";"491"
"3305703";"Sumidouro";"2021";"1";"24";"443"
"3305703";"Sumidouro";"2022";"3";"35";"444"
"3305703";"Sumidouro";"2023";"5";"39";"482"
"3305703";"Sumidouro";"2024";"0";"29";"538"
"3305703";"Sumidouro";"2025";"0";"29";"428"
"3305752";"Tanguá";"2014";"131";"148";"1083"
"3305752";"Tanguá";"2015";"88";"138";"816"
"3305752";"Tanguá";"2016";"203";"182";"986"
"3305752";"Tanguá";"2017";"237";"181";"896"
"3305752";"Tanguá";"2018";"251";"148";"919"
"3305752";"Tanguá";"2019";"163";"146";"904"
"3305752";"Tanguá";"2020";"84";"115";"615"
"3305752";"Tanguá";"2021";"80";"126";"657"
"3305752";"Tanguá";"2022";"68";"144";"837"
"3305752";"Tanguá";"2023";"56";"164";"1033"
"3305752";"Tanguá";"2024";"62";"129";"1007"
"3305752";"Tanguá";"2025";"27";"149";"937"
"3305802";"Teresópolis";"2014";"120";"1188";"5377"
"3305802";"Teresópolis";"2015";"100";"1270";"6756"
"3305802";"Teresópolis";"2016";"206";"1289";"7291"
"3305802";"Teresópolis";"2017";"166";"1191";"6082"
"3305802";"Teresópolis";"2018";"120";"1361";"6908"
"3305802";"Teresópolis";"2019";"106";"1163";"6513"
"3305802";"Teresópolis";"2020";"52";"668";"5570"
"3305802";"Teresópolis";"2021";"73";"705";"5409"
"3305802";"Teresópolis";"2022";"48";"806";"7025"
"3305802";"Teresópolis";"2023";"51";"846";"7946"
"3305802";"Teresópolis";"2024";"50";"947";"8680"
"3305802";"Teresópolis";"2025";"41";"603";"7374"
"3305901";"Trajano de Moraes";"2014";"2";"42";"330"
"3305901";"Trajano de Moraes";"2015";"7";"37";"296"
"3305901";"Trajano de Moraes";"2016";"5";"39";"287"
"3305901";"Trajano de Moraes";"2017";"9";"37";"260"
"3305901";"Trajano de Moraes";"2018";"7";"34";"249"
"3305901";"Trajano de Moraes";"2019";"12";"24";"334"
"3305901";"Trajano de Moraes";"2020";"4";"8";"225"
"3305901";"Trajano de Moraes";"2021";"3";"13";"304"
"3305901";"Trajano de Moraes";"2022";"0";"19";"302"
"3305901";"Trajano de Moraes";"2023";"2";"24";"344"
"3305901";"Trajano de Moraes";"2024";"1";"11";"339"
"3305901";"Trajano de Moraes";"2025";"1";"10";"231"
"3306008";"Três Rios";"2014";"49";"693";"4677"
"3306008";"Três Rios";"2015";"48";"706";"4547"
"3306008";"Três Rios";"2016";"116";"705";"4401"
"3306008";"Três Rios";"2017";"106";"655";"3249"
"3306008";"Três Rios";"2018";"90";"717";"3354"
"3306008";"Três Rios";"2019";"88";"591";"3494"
"3306008";"Três Rios";"2020";"64";"347";"2930"
"3306008";"Três Rios";"2021";"80";"441";"3565"
"3306008";"Três Rios";"2022";"71";"510";"4556"
"3306008";"Três Rios";"2023";"42";"617";"5191"
"3306008";"Três Rios";"2024";"53";"681";"5364"
"3306008";"Três Rios";"2025";"36";"410";"4416"
"3306107";"Valença";"2014";"31";"271";"1837"
"3306107";"Valença";"2015";"17";"243";"1817"
"3306107";"Valença";"2016";"36";"257";"1693"
"3306107";"Valença";"2017";"38";"292";"1871"
"3306107";"Valença";"2018";"21";"286";"2221"
"3306107";"Valença";"2019";"13";"272";"2651"
"3306107";"Valença";"2020";"19";"162";"1946"
"3306107";"Valença";"2021";"15";"239";"2286"
"3306107";"Valença";"2022";"14";"299";"2655"
"3306107";"Valença";"2023";"25";"304";"2707"
"3306107";"Valença";"2024";"8";"291";"2495"
"3306107";"Valença";"2025";"6";"174";"2006"
"3306156";"Varre-Sai";"2014";"0";"0";"0"
"3306156";"Varre-Sai";"2015";"0";"0";"0"
"3306156";"Varre-Sai";"2016";"0";"0";"0"
"3306156";"Varre-Sai";"2017";"1";"19";"128"
"3306156";"Varre-Sai";"2018";"1";"45";"187"
"3306156";"Varre-Sai";"2019";"3";"27";"183"
"3306156";"Varre-Sai";"2020";"0";"20";"204"
"3306156";"Varre-Sai";"2021";"2";"25";"207"
"3306156";"Varre-Sai";"2022";"1";"15";"208"
"3306156";"Varre-Sai";"2023";"0";"23";"217"
"3306156";"Varre-Sai";"2024";"0";"19";"283"
"3306156";"Varre-Sai";"2025";"0";"13";"232"
"3306206";"Vassouras";"2014";"23";"196";"1048"
"3306206";"Vassouras";"2015";"21";"177";"1041"
"3306206";"Vassouras";"2016";"32";"194";"1146"
"3306206";"Vassouras";"2017";"40";"243";"1085"
"3306206";"Vassouras";"2018";"35";"191";"1199"
"3306206";"Vassouras";"2019";"16";"199";"1367"
"3306206";"Vassouras";"2020";"10";"76";"928"
"3306206";"Vassouras";"2021";"12";"101";"1283"
"3306206";"Vassouras";"2022";"8";"154";"1486"
"3306206";"Vassouras";"2023";"4";"142";"1492"
"3306206";"Vassouras";"2024";"6";"126";"1609"
"3306206";"Vassouras";"2025";"3";"70";"1272"
"3306305";"Volta Redonda";"2014";"440";"2110";"8651"
"3306305";"Volta Redonda";"2015";"242";"2306";"8626"
"3306305";"Volta Redonda";"2016";"572";"1990";"7966"
"3306305";"Volta Redonda";"2017";"596";"1424";"6522"
"3306305";"Volta Redonda";"2018";"574";"1484";"7177"
"3306305";"Volta Redonda";"2019";"621";"1696";"8122"
"3306305";"Volta Redonda";"2020";"399";"1288";"7667"
"3306305";"Volta Redonda";"2021";"421";"1321";"9140"
"3306305";"Volta Redonda";"2022";"279";"987";"10650"
"3306305";"Volta Redonda";"2023";"189";"864";"11773"
"3306305";"Volta Redonda";"2024";"194";"1778";"14090"
"3306305";"Volta Redonda";"2025";"87";"1478";"12920"
